suicides,age,period,cohort,sex,country
0,10,2015,2005,male,Grenada
0,64,2015,1951,male,Grenada
0,75,2015,1940,male,Grenada
0,20,2016,1996,female,Grenada
0,30,2016,1986,female,Grenada
0,44,2016,1972,female,Grenada
0,64,2016,1952,female,Grenada
0,75,2016,1941,female,Grenada
0,20,2016,1996,male,Grenada
0,30,2016,1986,male,Grenada
0,44,2016,1972,male,Grenada
0,64,2016,1952,male,Grenada
0,75,2016,1941,male,Grenada
46,30,1986,1956,male,Guatemala
3,75,1986,1911,male,Guatemala
65,20,1986,1966,male,Guatemala
19,64,1986,1922,male,Guatemala
32,44,1986,1942,male,Guatemala
17,20,1986,1966,female,Guatemala
9,44,1986,1942,female,Guatemala
8,30,1986,1956,female,Guatemala
2,10,1986,1976,female,Guatemala
2,10,1986,1976,male,Guatemala
0,64,1986,1922,female,Guatemala
0,75,1986,1911,female,Guatemala
5,75,1987,1912,male,Guatemala
63,30,1987,1957,male,Guatemala
49,44,1987,1943,male,Guatemala
16,64,1987,1923,male,Guatemala
45,20,1987,1967,male,Guatemala
2,75,1987,1912,female,Guatemala
16,30,1987,1957,female,Guatemala
21,20,1987,1967,female,Guatemala
13,44,1987,1943,female,Guatemala
3,64,1987,1923,female,Guatemala
6,10,1987,1977,male,Guatemala
2,10,1987,1977,female,Guatemala
8,75,1988,1913,male,Guatemala
43,44,1988,1944,male,Guatemala
38,30,1988,1958,male,Guatemala
41,20,1988,1968,male,Guatemala
10,64,1988,1924,male,Guatemala
14,20,1988,1968,female,Guatemala
8,30,1988,1958,female,Guatemala
6,44,1988,1944,female,Guatemala
1,64,1988,1924,female,Guatemala
3,10,1988,1978,male,Guatemala
2,10,1988,1978,female,Guatemala
0,75,1988,1913,female,Guatemala
4,75,1989,1914,male,Guatemala
36,30,1989,1959,male,Guatemala
18,64,1989,1925,male,Guatemala
31,44,1989,1945,male,Guatemala
31,20,1989,1969,male,Guatemala
12,30,1989,1959,female,Guatemala
8,44,1989,1945,female,Guatemala
6,20,1989,1969,female,Guatemala
4,10,1989,1979,female,Guatemala
2,10,1989,1979,male,Guatemala
0,64,1989,1925,female,Guatemala
0,75,1989,1914,female,Guatemala
4,75,1990,1915,male,Guatemala
45,30,1990,1960,male,Guatemala
37,44,1990,1946,male,Guatemala
34,20,1990,1970,male,Guatemala
9,64,1990,1926,male,Guatemala
8,44,1990,1946,female,Guatemala
10,20,1990,1970,female,Guatemala
6,30,1990,1960,female,Guatemala
1,64,1990,1926,female,Guatemala
2,10,1990,1980,female,Guatemala
2,10,1990,1980,male,Guatemala
0,75,1990,1915,female,Guatemala
4,75,1991,1916,male,Guatemala
45,44,1991,1947,male,Guatemala
36,30,1991,1961,male,Guatemala
11,64,1991,1927,male,Guatemala
24,20,1991,1971,male,Guatemala
15,20,1991,1971,female,Guatemala
4,64,1991,1927,female,Guatemala
7,44,1991,1947,female,Guatemala
6,30,1991,1961,female,Guatemala
4,10,1991,1981,male,Guatemala
0,10,1991,1981,female,Guatemala
0,75,1991,1916,female,Guatemala
5,75,1992,1917,male,Guatemala
52,44,1992,1948,male,Guatemala
43,20,1992,1972,male,Guatemala
13,64,1992,1928,male,Guatemala
22,30,1992,1962,male,Guatemala
14,44,1992,1948,female,Guatemala
1,75,1992,1917,female,Guatemala
8,30,1992,1962,female,Guatemala
12,20,1992,1972,female,Guatemala
3,64,1992,1928,female,Guatemala
0,10,1992,1982,female,Guatemala
0,10,1992,1982,male,Guatemala
40,30,1993,1963,male,Guatemala
3,75,1993,1918,male,Guatemala
41,44,1993,1949,male,Guatemala
14,64,1993,1929,male,Guatemala
32,20,1993,1973,male,Guatemala
4,64,1993,1929,female,Guatemala
10,20,1993,1973,female,Guatemala
7,44,1993,1949,female,Guatemala
5,30,1993,1963,female,Guatemala
5,10,1993,1983,male,Guatemala
4,10,1993,1983,female,Guatemala
0,75,1993,1918,female,Guatemala
3,75,1994,1919,male,Guatemala
30,30,1994,1964,male,Guatemala
32,44,1994,1950,male,Guatemala
42,20,1994,1974,male,Guatemala
10,64,1994,1930,male,Guatemala
11,20,1994,1974,female,Guatemala
3,64,1994,1930,female,Guatemala
4,30,1994,1964,female,Guatemala
5,10,1994,1984,male,Guatemala
1,44,1994,1950,female,Guatemala
1,10,1994,1984,female,Guatemala
0,75,1994,1919,female,Guatemala
43,30,1995,1965,male,Guatemala
47,44,1995,1951,male,Guatemala
56,20,1995,1975,male,Guatemala
2,75,1995,1920,male,Guatemala
13,64,1995,1931,male,Guatemala
18,20,1995,1975,female,Guatemala
1,75,1995,1920,female,Guatemala
13,44,1995,1951,female,Guatemala
9,30,1995,1965,female,Guatemala
2,64,1995,1931,female,Guatemala
4,10,1995,1985,female,Guatemala
3,10,1995,1985,male,Guatemala
4,75,1996,1921,male,Guatemala
41,30,1996,1966,male,Guatemala
35,44,1996,1952,male,Guatemala
17,64,1996,1932,male,Guatemala
25,20,1996,1976,male,Guatemala
17,20,1996,1976,female,Guatemala
7,30,1996,1966,female,Guatemala
6,44,1996,1952,female,Guatemala
2,64,1996,1932,female,Guatemala
2,10,1996,1986,male,Guatemala
1,10,1996,1986,female,Guatemala
0,75,1996,1921,female,Guatemala
40,44,1997,1953,male,Guatemala
29,30,1997,1967,male,Guatemala
48,20,1997,1977,male,Guatemala
13,64,1997,1933,male,Guatemala
2,75,1997,1922,male,Guatemala
22,20,1997,1977,female,Guatemala
11,44,1997,1953,female,Guatemala
6,30,1997,1967,female,Guatemala
2,64,1997,1933,female,Guatemala
3,10,1997,1987,female,Guatemala
3,10,1997,1987,male,Guatemala
0,75,1997,1922,female,Guatemala
6,75,1998,1923,male,Guatemala
41,30,1998,1968,male,Guatemala
36,44,1998,1954,male,Guatemala
54,20,1998,1978,male,Guatemala
14,64,1998,1934,male,Guatemala
2,75,1998,1923,female,Guatemala
24,20,1998,1978,female,Guatemala
10,44,1998,1954,female,Guatemala
2,64,1998,1934,female,Guatemala
3,30,1998,1968,female,Guatemala
5,10,1998,1988,male,Guatemala
4,10,1998,1988,female,Guatemala
5,75,1999,1924,male,Guatemala
54,30,1999,1969,male,Guatemala
55,44,1999,1955,male,Guatemala
59,20,1999,1979,male,Guatemala
14,64,1999,1935,male,Guatemala
18,20,1999,1979,female,Guatemala
10,44,1999,1955,female,Guatemala
7,30,1999,1969,female,Guatemala
2,64,1999,1935,female,Guatemala
5,10,1999,1989,female,Guatemala
5,10,1999,1989,male,Guatemala
0,75,1999,1924,female,Guatemala
45,30,2000,1970,male,Guatemala
21,64,2000,1936,male,Guatemala
3,75,2000,1925,male,Guatemala
49,20,2000,1980,male,Guatemala
19,44,2000,1956,male,Guatemala
20,20,2000,1980,female,Guatemala
8,30,2000,1970,female,Guatemala
7,44,2000,1956,female,Guatemala
2,64,2000,1936,female,Guatemala
5,10,2000,1990,male,Guatemala
3,10,2000,1990,female,Guatemala
0,75,2000,1925,female,Guatemala
5,75,2001,1926,male,Guatemala
39,44,2001,1957,male,Guatemala
35,30,2001,1971,male,Guatemala
17,64,2001,1937,male,Guatemala
52,20,2001,1981,male,Guatemala
30,20,2001,1981,female,Guatemala
9,30,2001,1971,female,Guatemala
3,64,2001,1937,female,Guatemala
6,44,2001,1957,female,Guatemala
4,10,2001,1991,female,Guatemala
2,10,2001,1991,male,Guatemala
0,75,2001,1926,female,Guatemala
26,64,2002,1938,male,Guatemala
47,30,2002,1972,male,Guatemala
50,44,2002,1958,male,Guatemala
4,75,2002,1927,male,Guatemala
60,20,2002,1982,male,Guatemala
4,75,2002,1927,female,Guatemala
28,20,2002,1982,female,Guatemala
8,64,2002,1938,female,Guatemala
14,30,2002,1972,female,Guatemala
9,44,2002,1958,female,Guatemala
7,10,2002,1992,male,Guatemala
1,10,2002,1992,female,Guatemala
8,75,2003,1928,male,Guatemala
51,30,2003,1973,male,Guatemala
51,44,2003,1959,male,Guatemala
67,20,2003,1983,male,Guatemala
17,64,2003,1939,male,Guatemala
24,20,2003,1983,female,Guatemala
11,44,2003,1959,female,Guatemala
4,64,2003,1939,female,Guatemala
7,30,2003,1973,female,Guatemala
7,10,2003,1993,female,Guatemala
6,10,2003,1993,male,Guatemala
0,75,2003,1928,female,Guatemala
48,30,2004,1974,male,Guatemala
72,20,2004,1984,male,Guatemala
18,64,2004,1940,male,Guatemala
37,44,2004,1960,male,Guatemala
3,75,2004,1929,male,Guatemala
28,20,2004,1984,female,Guatemala
15,44,2004,1960,female,Guatemala
12,30,2004,1974,female,Guatemala
3,64,2004,1940,female,Guatemala
8,10,2004,1994,female,Guatemala
6,10,2004,1994,male,Guatemala
0,75,2004,1929,female,Guatemala
8,75,2005,1930,male,Guatemala
42,30,2005,1975,male,Guatemala
43,44,2005,1961,male,Guatemala
61,20,2005,1985,male,Guatemala
17,64,2005,1941,male,Guatemala
40,20,2005,1985,female,Guatemala
11,30,2005,1975,female,Guatemala
4,44,2005,1961,female,Guatemala
6,10,2005,1995,male,Guatemala
5,10,2005,1995,female,Guatemala
1,64,2005,1941,female,Guatemala
0,75,2005,1930,female,Guatemala
10,75,2006,1931,male,Guatemala
54,30,2006,1976,male,Guatemala
55,44,2006,1962,male,Guatemala
81,20,2006,1986,male,Guatemala
23,64,2006,1942,male,Guatemala
30,20,2006,1986,female,Guatemala
2,75,2006,1931,female,Guatemala
17,30,2006,1976,female,Guatemala
14,44,2006,1962,female,Guatemala
3,64,2006,1942,female,Guatemala
5,10,2006,1996,female,Guatemala
4,10,2006,1996,male,Guatemala
74,44,2007,1963,male,Guatemala
69,30,2007,1977,male,Guatemala
7,75,2007,1932,male,Guatemala
26,64,2007,1943,male,Guatemala
84,20,2007,1987,male,Guatemala
34,20,2007,1987,female,Guatemala
12,44,2007,1963,female,Guatemala
1,75,2007,1932,female,Guatemala
7,30,2007,1977,female,Guatemala
3,64,2007,1943,female,Guatemala
7,10,2007,1997,female,Guatemala
3,10,2007,1997,male,Guatemala
92,30,2008,1978,male,Guatemala
91,44,2008,1964,male,Guatemala
132,20,2008,1988,male,Guatemala
39,64,2008,1944,male,Guatemala
9,75,2008,1933,male,Guatemala
57,20,2008,1988,female,Guatemala
25,44,2008,1964,female,Guatemala
22,30,2008,1978,female,Guatemala
16,10,2008,1998,female,Guatemala
8,10,2008,1998,male,Guatemala
1,64,2008,1944,female,Guatemala
0,75,2008,1933,female,Guatemala
12,75,2009,1934,male,Guatemala
109,44,2009,1965,male,Guatemala
38,64,2009,1945,male,Guatemala
82,30,2009,1979,male,Guatemala
118,20,2009,1989,male,Guatemala
69,20,2009,1989,female,Guatemala
38,30,2009,1979,female,Guatemala
25,44,2009,1965,female,Guatemala
3,64,2009,1945,female,Guatemala
10,10,2009,1999,female,Guatemala
7,10,2009,1999,male,Guatemala
0,75,2009,1934,female,Guatemala
76,30,2010,1980,male,Guatemala
69,44,2010,1966,male,Guatemala
91,20,2010,1990,male,Guatemala
23,64,2010,1946,male,Guatemala
5,75,2010,1935,male,Guatemala
43,20,2010,1990,female,Guatemala
21,30,2010,1980,female,Guatemala
8,44,2010,1966,female,Guatemala
3,64,2010,1946,female,Guatemala
7,10,2010,2000,female,Guatemala
6,10,2010,2000,male,Guatemala
0,75,2010,1935,female,Guatemala
105,20,2011,1991,male,Guatemala
58,30,2011,1981,male,Guatemala
55,44,2011,1967,male,Guatemala
23,64,2011,1947,male,Guatemala
5,75,2011,1936,male,Guatemala
59,20,2011,1991,female,Guatemala
23,30,2011,1981,female,Guatemala
5,64,2011,1947,female,Guatemala
1,75,2011,1936,female,Guatemala
12,10,2011,2001,female,Guatemala
8,44,2011,1967,female,Guatemala
5,10,2011,2001,male,Guatemala
118,20,2012,1992,male,Guatemala
34,64,2012,1948,male,Guatemala
77,44,2012,1968,male,Guatemala
8,75,2012,1937,male,Guatemala
61,30,2012,1982,male,Guatemala
63,20,2012,1992,female,Guatemala
20,30,2012,1982,female,Guatemala
12,44,2012,1968,female,Guatemala
5,64,2012,1948,female,Guatemala
1,75,2012,1937,female,Guatemala
12,10,2012,2002,male,Guatemala
9,10,2012,2002,female,Guatemala
124,20,2013,1993,male,Guatemala
83,44,2013,1969,male,Guatemala
79,30,2013,1983,male,Guatemala
31,64,2013,1949,male,Guatemala
6,75,2013,1938,male,Guatemala
73,20,2013,1993,female,Guatemala
26,30,2013,1983,female,Guatemala
12,44,2013,1969,female,Guatemala
10,10,2013,2003,female,Guatemala
3,64,2013,1949,female,Guatemala
8,10,2013,2003,male,Guatemala
0,75,2013,1938,female,Guatemala
101,44,2014,1970,male,Guatemala
39,64,2014,1950,male,Guatemala
87,30,2014,1984,male,Guatemala
116,20,2014,1994,male,Guatemala
7,75,2014,1939,male,Guatemala
85,20,2014,1994,female,Guatemala
32,30,2014,1984,female,Guatemala
8,64,2014,1950,female,Guatemala
18,44,2014,1970,female,Guatemala
13,10,2014,2004,female,Guatemala
6,10,2014,2004,male,Guatemala
0,75,2014,1939,female,Guatemala
125,20,2015,1995,male,Guatemala
86,30,2015,1985,male,Guatemala
87,44,2015,1971,male,Guatemala
9,75,2015,1940,male,Guatemala
32,64,2015,1951,male,Guatemala
83,20,2015,1995,female,Guatemala
3,75,2015,1940,female,Guatemala
19,30,2015,1985,female,Guatemala
20,44,2015,1971,female,Guatemala
6,64,2015,1951,female,Guatemala
13,10,2015,2005,female,Guatemala
11,10,2015,2005,male,Guatemala
15,30,1988,1958,male,Guyana
12,44,1988,1944,male,Guyana
12,20,1988,1968,male,Guyana
3,64,1988,1924,male,Guyana
10,20,1988,1968,female,Guyana
1,64,1988,1924,female,Guyana
2,30,1988,1958,female,Guyana
1,44,1988,1944,female,Guyana
0,10,1988,1978,female,Guyana
0,75,1988,1913,female,Guyana
0,10,1988,1978,male,Guyana
0,75,1988,1913,male,Guyana
20,30,1989,1959,male,Guyana
8,64,1989,1925,male,Guyana
17,44,1989,1945,male,Guyana
20,20,1989,1969,male,Guyana
1,75,1989,1914,male,Guyana
15,20,1989,1969,female,Guyana
3,64,1989,1925,female,Guyana
5,30,1989,1959,female,Guyana
2,44,1989,1945,female,Guyana
2,10,1989,1979,male,Guyana
1,10,1989,1979,female,Guyana
0,75,1989,1914,female,Guyana
23,30,1990,1960,male,Guyana
7,64,1990,1926,male,Guyana
1,75,1990,1915,male,Guyana
18,20,1990,1970,male,Guyana
13,44,1990,1946,male,Guyana
12,20,1990,1970,female,Guyana
3,64,1990,1926,female,Guyana
4,44,1990,1946,female,Guyana
4,30,1990,1960,female,Guyana
2,10,1990,1980,male,Guyana
2,10,1990,1980,female,Guyana
0,75,1990,1915,female,Guyana
3,75,1991,1916,male,Guyana
22,44,1991,1947,male,Guyana
20,30,1991,1961,male,Guyana
25,20,1991,1971,male,Guyana
20,20,1991,1971,female,Guyana
4,64,1991,1927,male,Guyana
2,64,1991,1927,female,Guyana
4,44,1991,1947,female,Guyana
3,30,1991,1961,female,Guyana
2,10,1991,1981,male,Guyana
0,10,1991,1981,female,Guyana
0,75,1991,1916,female,Guyana
10,64,1992,1928,male,Guyana
20,44,1992,1948,male,Guyana
16,30,1992,1962,male,Guyana
1,75,1992,1917,male,Guyana
1,75,1992,1917,female,Guyana
12,20,1992,1972,male,Guyana
8,20,1992,1972,female,Guyana
4,30,1992,1962,female,Guyana
3,44,1992,1948,female,Guyana
1,64,1992,1928,female,Guyana
1,10,1992,1982,female,Guyana
1,10,1992,1982,male,Guyana
19,30,1993,1963,male,Guyana
16,44,1993,1949,male,Guyana
18,20,1993,1973,male,Guyana
4,64,1993,1929,male,Guyana
5,30,1993,1963,female,Guyana
4,20,1993,1973,female,Guyana
3,44,1993,1949,female,Guyana
1,64,1993,1929,female,Guyana
2,10,1993,1983,female,Guyana
0,75,1993,1918,female,Guyana
0,10,1993,1983,male,Guyana
0,75,1993,1918,male,Guyana
19,30,1994,1964,male,Guyana
21,20,1994,1974,male,Guyana
1,75,1994,1919,male,Guyana
14,44,1994,1950,male,Guyana
4,64,1994,1930,male,Guyana
9,20,1994,1974,female,Guyana
3,64,1994,1930,female,Guyana
6,30,1994,1964,female,Guyana
6,44,1994,1950,female,Guyana
3,10,1994,1984,female,Guyana
0,75,1994,1919,female,Guyana
0,10,1994,1984,male,Guyana
2,75,1995,1920,male,Guyana
32,44,1995,1951,male,Guyana
20,30,1995,1965,male,Guyana
7,64,1995,1931,male,Guyana
16,20,1995,1975,male,Guyana
10,20,1995,1975,female,Guyana
7,44,1995,1951,female,Guyana
4,30,1995,1965,female,Guyana
1,64,1995,1931,female,Guyana
0,10,1995,1985,female,Guyana
0,75,1995,1920,female,Guyana
0,10,1995,1985,male,Guyana
18,30,1996,1966,male,Guyana
1,75,1996,1921,male,Guyana
5,64,1996,1932,male,Guyana
14,20,1996,1976,male,Guyana
13,44,1996,1952,male,Guyana
3,64,1996,1932,female,Guyana
4,20,1996,1976,female,Guyana
1,30,1996,1966,female,Guyana
1,44,1996,1952,female,Guyana
0,10,1996,1986,female,Guyana
0,75,1996,1921,female,Guyana
0,10,1996,1986,male,Guyana
14,30,1997,1967,male,Guyana
1,75,1997,1922,female,Guyana
10,44,1997,1953,male,Guyana
9,20,1997,1977,male,Guyana
3,64,1997,1933,male,Guyana
2,30,1997,1967,female,Guyana
1,10,1997,1987,female,Guyana
0,20,1997,1977,female,Guyana
0,44,1997,1953,female,Guyana
0,64,1997,1933,female,Guyana
0,10,1997,1987,male,Guyana
0,75,1997,1922,male,Guyana
6,64,1998,1934,male,Guyana
13,44,1998,1954,male,Guyana
8,30,1998,1968,male,Guyana
4,20,1998,1978,male,Guyana
2,10,1998,1988,female,Guyana
1,20,1998,1978,female,Guyana
1,44,1998,1954,female,Guyana
0,30,1998,1968,female,Guyana
0,64,1998,1934,female,Guyana
0,75,1998,1923,female,Guyana
0,10,1998,1988,male,Guyana
0,75,1998,1923,male,Guyana
41,30,1999,1969,male,Guyana
38,44,1999,1955,male,Guyana
32,20,1999,1979,male,Guyana
2,75,1999,1924,male,Guyana
7,64,1999,1935,male,Guyana
20,20,1999,1979,female,Guyana
1,75,1999,1924,female,Guyana
9,30,1999,1969,female,Guyana
3,64,1999,1935,female,Guyana
7,44,1999,1955,female,Guyana
2,10,1999,1989,female,Guyana
1,10,1999,1989,male,Guyana
21,64,2001,1937,male,Guyana
63,44,2001,1957,male,Guyana
46,30,2001,1971,male,Guyana
2,75,2001,1926,male,Guyana
22,20,2001,1981,male,Guyana
15,20,2001,1981,female,Guyana
11,30,2001,1971,female,Guyana
13,44,2001,1957,female,Guyana
3,64,2001,1937,female,Guyana
1,10,2001,1991,female,Guyana
0,75,2001,1926,female,Guyana
0,10,2001,1991,male,Guyana
59,44,2002,1958,male,Guyana
15,64,2002,1938,male,Guyana
34,30,2002,1972,male,Guyana
31,20,2002,1982,male,Guyana
13,20,2002,1982,female,Guyana
1,75,2002,1927,male,Guyana
9,30,2002,1972,female,Guyana
2,64,2002,1938,female,Guyana
6,44,2002,1958,female,Guyana
4,10,2002,1992,female,Guyana
2,10,2002,1992,male,Guyana
0,75,2002,1927,female,Guyana
63,44,2003,1959,male,Guyana
42,30,2003,1973,male,Guyana
17,64,2003,1939,male,Guyana
27,20,2003,1983,male,Guyana
2,75,2003,1928,male,Guyana
20,20,2003,1983,female,Guyana
1,75,2003,1928,female,Guyana
12,44,2003,1959,female,Guyana
7,30,2003,1973,female,Guyana
3,64,2003,1939,female,Guyana
2,10,2003,1993,female,Guyana
2,10,2003,1993,male,Guyana
4,75,2004,1929,male,Guyana
42,30,2004,1974,male,Guyana
48,44,2004,1960,male,Guyana
15,64,2004,1940,male,Guyana
25,20,2004,1984,male,Guyana
17,20,2004,1984,female,Guyana
11,30,2004,1974,female,Guyana
14,44,2004,1960,female,Guyana
1,75,2004,1929,female,Guyana
3,64,2004,1940,female,Guyana
4,10,2004,1994,male,Guyana
2,10,2004,1994,female,Guyana
41,30,2005,1975,male,Guyana
19,64,2005,1941,male,Guyana
43,44,2005,1961,male,Guyana
2,75,2005,1930,male,Guyana
21,20,2005,1985,male,Guyana
16,20,2005,1985,female,Guyana
10,30,2005,1975,female,Guyana
12,44,2005,1961,female,Guyana
2,64,2005,1941,female,Guyana
2,10,2005,1995,female,Guyana
1,10,2005,1995,male,Guyana
0,75,2005,1930,female,Guyana
46,30,2006,1976,male,Guyana
18,64,2006,1942,male,Guyana
3,75,2006,1931,male,Guyana
50,44,2006,1962,male,Guyana
29,20,2006,1986,male,Guyana
20,20,2006,1986,female,Guyana
11,30,2006,1976,female,Guyana
12,44,2006,1962,female,Guyana
3,64,2006,1942,female,Guyana
5,10,2006,1996,male,Guyana
4,10,2006,1996,female,Guyana
0,75,2006,1931,female,Guyana
73,44,2007,1963,male,Guyana
3,75,2007,1932,male,Guyana
28,30,2007,1977,male,Guyana
27,20,2007,1987,male,Guyana
11,64,2007,1943,male,Guyana
2,75,2007,1932,female,Guyana
15,20,2007,1987,female,Guyana
9,30,2007,1977,female,Guyana
4,64,2007,1943,female,Guyana
9,44,2007,1963,female,Guyana
3,10,2007,1997,female,Guyana
1,10,2007,1997,male,Guyana
3,75,2008,1933,male,Guyana
53,44,2008,1964,male,Guyana
18,64,2008,1944,male,Guyana
30,30,2008,1978,male,Guyana
20,20,2008,1988,male,Guyana
7,64,2008,1944,female,Guyana
13,20,2008,1988,female,Guyana
1,75,2008,1933,female,Guyana
13,44,2008,1964,female,Guyana
6,30,2008,1978,female,Guyana
4,10,2008,1998,female,Guyana
0,10,2008,1998,male,Guyana
51,44,2009,1965,male,Guyana
26,30,2009,1979,male,Guyana
15,64,2009,1945,male,Guyana
2,75,2009,1934,male,Guyana
14,20,2009,1989,male,Guyana
14,20,2009,1989,female,Guyana
15,44,2009,1965,female,Guyana
1,75,2009,1934,female,Guyana
7,30,2009,1979,female,Guyana
4,64,2009,1945,female,Guyana
6,10,2009,1999,female,Guyana
1,10,2009,1999,male,Guyana
5,75,2010,1935,male,Guyana
80,44,2010,1966,male,Guyana
30,30,2010,1980,male,Guyana
27,20,2010,1990,male,Guyana
12,64,2010,1946,male,Guyana
21,20,2010,1990,female,Guyana
11,30,2010,1980,female,Guyana
4,64,2010,1946,female,Guyana
8,44,2010,1966,female,Guyana
5,10,2010,2000,female,Guyana
2,10,2010,2000,male,Guyana
0,75,2010,1935,female,Guyana
64,44,2011,1967,male,Guyana
34,30,2011,1981,male,Guyana
19,64,2011,1947,male,Guyana
31,20,2011,1991,male,Guyana
2,75,2011,1936,male,Guyana
14,44,2011,1967,female,Guyana
1,75,2011,1936,female,Guyana
10,20,2011,1991,female,Guyana
7,30,2011,1981,female,Guyana
3,64,2011,1947,female,Guyana
4,10,2011,2001,female,Guyana
3,10,2011,2001,male,Guyana
71,44,2012,1968,male,Guyana
21,64,2012,1948,male,Guyana
3,75,2012,1937,male,Guyana
27,30,2012,1982,male,Guyana
30,20,2012,1992,male,Guyana
11,30,2012,1982,female,Guyana
18,44,2012,1968,female,Guyana
14,20,2012,1992,female,Guyana
5,64,2012,1948,female,Guyana
4,10,2012,2002,male,Guyana
2,10,2012,2002,female,Guyana
0,75,2012,1937,female,Guyana
35,30,2013,1983,male,Guyana
65,44,2013,1969,male,Guyana
23,64,2013,1949,male,Guyana
34,20,2013,1993,male,Guyana
29,20,2013,1993,female,Guyana
2,75,2013,1938,male,Guyana
13,44,2013,1969,female,Guyana
4,64,2013,1949,female,Guyana
3,30,2013,1983,female,Guyana
1,10,2013,2003,female,Guyana
1,10,2013,2003,male,Guyana
0,75,2013,1938,female,Guyana
333,75,1991,1916,male,Hungary
1271,44,1991,1947,male,Hungary
751,64,1991,1927,male,Hungary
263,75,1991,1916,female,Hungary
364,30,1991,1961,male,Hungary
382,64,1991,1927,female,Hungary
341,44,1991,1947,female,Hungary
154,20,1991,1971,male,Hungary
85,30,1991,1961,female,Hungary
40,20,1991,1971,female,Hungary
7,10,1991,1981,male,Hungary
2,10,1991,1981,female,Hungary
317,75,1992,1917,male,Hungary
1281,44,1992,1948,male,Hungary
766,64,1992,1928,male,Hungary
212,75,1992,1917,female,Hungary
364,30,1992,1962,male,Hungary
384,64,1992,1928,female,Hungary
202,20,1992,1972,male,Hungary
346,44,1992,1948,female,Hungary
73,30,1992,1962,female,Hungary
44,20,1992,1972,female,Hungary
9,10,1992,1982,male,Hungary
2,10,1992,1982,female,Hungary
300,75,1993,1918,male,Hungary
736,64,1993,1929,male,Hungary
1189,44,1993,1949,male,Hungary
198,75,1993,1918,female,Hungary
326,30,1993,1963,male,Hungary
354,64,1993,1929,female,Hungary
320,44,1993,1949,female,Hungary
157,20,1993,1973,male,Hungary
63,30,1993,1963,female,Hungary
43,20,1993,1973,female,Hungary
7,10,1993,1983,male,Hungary
1,10,1993,1983,female,Hungary
292,75,1994,1919,male,Hungary
765,64,1994,1930,male,Hungary
1194,44,1994,1950,male,Hungary
217,75,1994,1919,female,Hungary
302,30,1994,1964,male,Hungary
272,64,1994,1930,female,Hungary
310,44,1994,1950,female,Hungary
167,20,1994,1974,male,Hungary
57,30,1994,1964,female,Hungary
41,20,1994,1974,female,Hungary
7,10,1994,1984,male,Hungary
1,10,1994,1984,female,Hungary
282,75,1995,1920,male,Hungary
1114,44,1995,1951,male,Hungary
668,64,1995,1931,male,Hungary
202,75,1995,1920,female,Hungary
244,30,1995,1965,male,Hungary
320,64,1995,1931,female,Hungary
159,20,1995,1975,male,Hungary
284,44,1995,1951,female,Hungary
55,30,1995,1965,female,Hungary
30,20,1995,1975,female,Hungary
8,10,1995,1985,male,Hungary
0,10,1995,1985,female,Hungary
254,75,1996,1921,male,Hungary
718,64,1996,1932,male,Hungary
1146,44,1996,1952,male,Hungary
224,75,1996,1921,female,Hungary
253,30,1996,1966,male,Hungary
332,64,1996,1932,female,Hungary
281,44,1996,1952,female,Hungary
147,20,1996,1976,male,Hungary
49,30,1996,1966,female,Hungary
29,20,1996,1976,female,Hungary
2,10,1996,1986,male,Hungary
1,10,1996,1986,female,Hungary
296,75,1997,1922,male,Hungary
657,64,1997,1933,male,Hungary
1039,44,1997,1953,male,Hungary
199,75,1997,1922,female,Hungary
255,30,1997,1967,male,Hungary
303,64,1997,1933,female,Hungary
249,44,1997,1953,female,Hungary
131,20,1997,1977,male,Hungary
40,30,1997,1967,female,Hungary
32,20,1997,1977,female,Hungary
5,10,1997,1987,male,Hungary
2,10,1997,1987,female,Hungary
238,75,1998,1923,male,Hungary
1185,44,1998,1954,male,Hungary
620,64,1998,1934,male,Hungary
185,75,1998,1923,female,Hungary
275,30,1998,1968,male,Hungary
241,64,1998,1934,female,Hungary
268,44,1998,1954,female,Hungary
145,20,1998,1978,male,Hungary
54,30,1998,1968,female,Hungary
29,20,1998,1978,female,Hungary
5,10,1998,1988,male,Hungary
0,10,1998,1988,female,Hungary
302,75,1999,1924,male,Hungary
1138,44,1999,1955,male,Hungary
662,64,1999,1935,male,Hungary
184,75,1999,1924,female,Hungary
285,30,1999,1969,male,Hungary
267,64,1999,1935,female,Hungary
150,20,1999,1979,male,Hungary
246,44,1999,1955,female,Hungary
51,30,1999,1969,female,Hungary
29,20,1999,1979,female,Hungary
11,10,1999,1989,male,Hungary
1,10,1999,1989,female,Hungary
272,75,2000,1925,male,Hungary
1090,44,2000,1956,male,Hungary
659,64,2000,1936,male,Hungary
199,75,2000,1925,female,Hungary
302,30,2000,1970,male,Hungary
272,64,2000,1936,female,Hungary
256,44,2000,1956,female,Hungary
132,20,2000,1980,male,Hungary
47,30,2000,1970,female,Hungary
29,20,2000,1980,female,Hungary
8,10,2000,1990,male,Hungary
3,10,2000,1990,female,Hungary
276,75,2001,1926,male,Hungary
1038,44,2001,1957,male,Hungary
579,64,2001,1937,male,Hungary
157,75,2001,1926,female,Hungary
254,30,2001,1971,male,Hungary
228,64,2001,1937,female,Hungary
132,20,2001,1981,male,Hungary
