suicides,age,period,cohort,sex,country
16,10,1998,1988,female,Canada
1442,44,1999,1955,male,Canada
614,30,1999,1969,male,Canada
155,75,1999,1924,male,Canada
520,64,1999,1935,male,Canada
468,20,1999,1979,male,Canada
435,44,1999,1955,female,Canada
147,64,1999,1935,female,Canada
118,30,1999,1969,female,Canada
53,75,1999,1924,female,Canada
90,20,1999,1979,female,Canada
25,10,1999,1989,male,Canada
7,10,1999,1989,female,Canada
1254,44,2000,1956,male,Canada
146,75,2000,1925,male,Canada
484,30,2000,1970,male,Canada
430,20,2000,1980,male,Canada
455,64,2000,1936,male,Canada
393,44,2000,1956,female,Canada
112,20,2000,1980,female,Canada
119,30,2000,1970,female,Canada
137,64,2000,1936,female,Canada
30,75,2000,1925,female,Canada
29,10,2000,1990,male,Canada
17,10,2000,1990,female,Canada
1347,44,2001,1957,male,Canada
500,30,2001,1971,male,Canada
131,75,2001,1926,male,Canada
481,64,2001,1937,male,Canada
398,20,2001,1981,male,Canada
392,44,2001,1957,female,Canada
161,64,2001,1937,female,Canada
114,30,2001,1971,female,Canada
105,20,2001,1981,female,Canada
38,75,2001,1926,female,Canada
14,10,2001,1991,male,Canada
13,10,2001,1991,female,Canada
1292,44,2002,1958,male,Canada
164,75,2002,1927,male,Canada
466,30,2002,1972,male,Canada
527,64,2002,1938,male,Canada
384,20,2002,1982,male,Canada
370,44,2002,1958,female,Canada
124,30,2002,1972,female,Canada
150,64,2002,1938,female,Canada
108,20,2002,1982,female,Canada
30,75,2002,1927,female,Canada
18,10,2002,1992,male,Canada
17,10,2002,1992,female,Canada
1317,44,2003,1959,male,Canada
581,64,2003,1939,male,Canada
151,75,2003,1928,male,Canada
426,30,2003,1973,male,Canada
409,20,2003,1983,male,Canada
438,44,2003,1959,female,Canada
113,20,2003,1983,female,Canada
114,30,2003,1973,female,Canada
145,64,2003,1939,female,Canada
44,75,2003,1928,female,Canada
19,10,2003,1993,male,Canada
8,10,2003,1993,female,Canada
1210,44,2004,1960,male,Canada
477,30,2004,1974,male,Canada
154,75,2004,1929,male,Canada
497,64,2004,1940,male,Canada
379,20,2004,1984,male,Canada
428,44,2004,1960,female,Canada
181,64,2004,1940,female,Canada
114,30,2004,1974,female,Canada
101,20,2004,1984,female,Canada
44,75,2004,1929,female,Canada
17,10,2004,1994,male,Canada
11,10,2004,1994,female,Canada
1341,44,2005,1961,male,Canada
165,75,2005,1930,male,Canada
539,64,2005,1941,male,Canada
415,30,2005,1975,male,Canada
378,20,2005,1985,male,Canada
418,44,2005,1961,female,Canada
131,20,2005,1985,female,Canada
158,64,2005,1941,female,Canada
58,75,2005,1930,female,Canada
96,30,2005,1975,female,Canada
25,10,2005,1995,female,Canada
19,10,2005,1995,male,Canada
1202,44,2006,1962,male,Canada
188,75,2006,1931,male,Canada
599,64,2006,1942,male,Canada
362,30,2006,1976,male,Canada
331,20,2006,1986,male,Canada
362,44,2006,1962,female,Canada
187,64,2006,1942,female,Canada
118,30,2006,1976,female,Canada
86,20,2006,1986,female,Canada
46,75,2006,1931,female,Canada
18,10,2006,1996,female,Canada
13,10,2006,1996,male,Canada
1224,44,2007,1963,male,Canada
183,75,2007,1932,male,Canada
404,30,2007,1977,male,Canada
539,64,2007,1943,male,Canada
359,20,2007,1987,male,Canada
400,44,2007,1963,female,Canada
188,64,2007,1943,female,Canada
116,20,2007,1987,female,Canada
113,30,2007,1977,female,Canada
52,75,2007,1932,female,Canada
18,10,2007,1997,male,Canada
15,10,2007,1997,female,Canada
1241,44,2008,1964,male,Canada
192,75,2008,1933,male,Canada
589,64,2008,1944,male,Canada
395,30,2008,1978,male,Canada
344,20,2008,1988,male,Canada
413,44,2008,1964,female,Canada
231,64,2008,1944,female,Canada
119,20,2008,1988,female,Canada
118,30,2008,1978,female,Canada
38,75,2008,1933,female,Canada
16,10,2008,1998,male,Canada
9,10,2008,1998,female,Canada
1328,44,2009,1965,male,Canada
680,64,2009,1945,male,Canada
182,75,2009,1934,male,Canada
437,30,2009,1979,male,Canada
349,20,2009,1989,male,Canada
402,44,2009,1965,female,Canada
130,20,2009,1989,female,Canada
192,64,2009,1945,female,Canada
119,30,2009,1979,female,Canada
46,75,2009,1934,female,Canada
13,10,2009,1999,male,Canada
12,10,2009,1999,female,Canada
1292,44,2010,1966,male,Canada
200,75,2010,1935,male,Canada
690,64,2010,1946,male,Canada
409,30,2010,1980,male,Canada
371,20,2010,1990,male,Canada
402,44,2010,1966,female,Canada
237,64,2010,1946,female,Canada
154,30,2010,1980,female,Canada
115,20,2010,1990,female,Canada
49,75,2010,1935,female,Canada
19,10,2010,2000,male,Canada
13,10,2010,2000,female,Canada
1127,44,2011,1967,male,Canada
683,64,2011,1947,male,Canada
184,75,2011,1936,male,Canada
410,30,2011,1981,male,Canada
364,20,2011,1991,male,Canada
390,44,2011,1967,female,Canada
135,20,2011,1991,female,Canada
215,64,2011,1947,female,Canada
134,30,2011,1981,female,Canada
55,75,2011,1936,female,Canada
18,10,2011,2001,female,Canada
13,10,2011,2001,male,Canada
1205,44,2012,1968,male,Canada
770,64,2012,1948,male,Canada
180,75,2012,1937,male,Canada
419,30,2012,1982,male,Canada
381,20,2012,1992,male,Canada
385,44,2012,1968,female,Canada
241,64,2012,1948,female,Canada
137,20,2012,1992,female,Canada
129,30,2012,1982,female,Canada
45,75,2012,1937,female,Canada
17,10,2012,2002,female,Canada
17,10,2012,2002,male,Canada
1244,44,2013,1969,male,Canada
231,75,2013,1938,male,Canada
812,64,2013,1949,male,Canada
439,30,2013,1983,male,Canada
300,20,2013,1993,male,Canada
400,44,2013,1969,female,Canada
255,64,2013,1949,female,Canada
138,20,2013,1993,female,Canada
135,30,2013,1983,female,Canada
65,75,2013,1938,female,Canada
20,10,2013,2003,female,Canada
15,10,2013,2003,male,Canada
34,75,1985,1910,male,Chile
100,64,1985,1921,male,Chile
174,44,1985,1941,male,Chile
122,30,1985,1955,male,Chile
133,20,1985,1965,male,Chile
21,64,1985,1921,female,Chile
40,44,1985,1941,female,Chile
27,20,1985,1965,female,Chile
3,75,1985,1910,female,Chile
19,30,1985,1955,female,Chile
9,10,1985,1975,male,Chile
1,10,1985,1975,female,Chile
21,75,1986,1911,male,Chile
116,64,1986,1922,male,Chile
156,44,1986,1942,male,Chile
124,30,1986,1956,male,Chile
108,20,1986,1966,male,Chile
37,20,1986,1966,female,Chile
37,44,1986,1942,female,Chile
26,30,1986,1956,female,Chile
15,64,1986,1922,female,Chile
3,75,1986,1911,female,Chile
7,10,1986,1976,male,Chile
4,10,1986,1976,female,Chile
120,64,1987,1923,male,Chile
19,75,1987,1912,male,Chile
147,30,1987,1957,male,Chile
160,44,1987,1943,male,Chile
116,20,1987,1967,male,Chile
23,64,1987,1923,female,Chile
38,20,1987,1967,female,Chile
29,30,1987,1957,female,Chile
34,44,1987,1943,female,Chile
6,10,1987,1977,male,Chile
1,10,1987,1977,female,Chile
0,75,1987,1912,female,Chile
29,75,1988,1913,male,Chile
101,64,1988,1924,male,Chile
160,30,1988,1958,male,Chile
173,44,1988,1944,male,Chile
112,20,1988,1968,male,Chile
38,20,1988,1968,female,Chile
19,64,1988,1924,female,Chile
32,44,1988,1944,female,Chile
3,75,1988,1913,female,Chile
19,30,1988,1958,female,Chile
6,10,1988,1978,female,Chile
5,10,1988,1978,male,Chile
34,75,1989,1914,male,Chile
109,64,1989,1925,male,Chile
162,30,1989,1959,male,Chile
170,44,1989,1945,male,Chile
140,20,1989,1969,male,Chile
33,44,1989,1945,female,Chile
26,20,1989,1969,female,Chile
23,30,1989,1959,female,Chile
3,75,1989,1914,female,Chile
12,64,1989,1925,female,Chile
11,10,1989,1979,male,Chile
2,10,1989,1979,female,Chile
145,64,1990,1926,male,Chile
22,75,1990,1915,male,Chile
176,44,1990,1946,male,Chile
148,30,1990,1960,male,Chile
134,20,1990,1970,male,Chile
19,64,1990,1926,female,Chile
34,44,1990,1946,female,Chile
27,30,1990,1960,female,Chile
23,20,1990,1970,female,Chile
3,75,1990,1915,female,Chile
9,10,1990,1980,male,Chile
3,10,1990,1980,female,Chile
31,75,1991,1916,male,Chile
111,64,1991,1927,male,Chile
222,44,1991,1947,male,Chile
143,30,1991,1961,male,Chile
142,20,1991,1971,male,Chile
42,44,1991,1947,female,Chile
34,20,1991,1971,female,Chile
5,75,1991,1916,female,Chile
29,30,1991,1961,female,Chile
16,64,1991,1927,female,Chile
7,10,1991,1981,female,Chile
5,10,1991,1981,male,Chile
25,75,1992,1917,male,Chile
105,64,1992,1928,male,Chile
162,30,1992,1962,male,Chile
170,44,1992,1948,male,Chile
94,20,1992,1972,male,Chile
29,20,1992,1972,female,Chile
25,30,1992,1962,female,Chile
27,44,1992,1948,female,Chile
12,64,1992,1928,female,Chile
6,10,1992,1982,male,Chile
3,10,1992,1982,female,Chile
0,75,1992,1917,female,Chile
50,75,1993,1918,male,Chile
110,64,1993,1929,male,Chile
187,44,1993,1949,male,Chile
150,30,1993,1963,male,Chile
118,20,1993,1973,male,Chile
45,44,1993,1949,female,Chile
18,64,1993,1929,female,Chile
26,20,1993,1973,female,Chile
24,30,1993,1963,female,Chile
9,10,1993,1983,male,Chile
3,10,1993,1983,female,Chile
0,75,1993,1918,female,Chile
33,75,1994,1919,male,Chile
127,64,1994,1930,male,Chile
184,30,1994,1964,male,Chile
223,44,1994,1950,male,Chile
135,20,1994,1974,male,Chile
26,30,1994,1964,female,Chile
16,64,1994,1930,female,Chile
30,44,1994,1950,female,Chile
18,20,1994,1974,female,Chile
3,75,1994,1919,female,Chile
4,10,1994,1984,female,Chile
2,10,1994,1984,male,Chile
42,75,1995,1920,male,Chile
144,64,1995,1931,male,Chile
271,44,1995,1951,male,Chile
191,30,1995,1965,male,Chile
149,20,1995,1975,male,Chile
27,64,1995,1931,female,Chile
32,20,1995,1975,female,Chile
5,75,1995,1920,female,Chile
35,44,1995,1951,female,Chile
20,30,1995,1965,female,Chile
10,10,1995,1985,male,Chile
4,10,1995,1985,female,Chile
159,64,1996,1932,male,Chile
27,75,1996,1921,male,Chile
266,44,1996,1952,male,Chile
174,30,1996,1966,male,Chile
163,20,1996,1976,male,Chile
35,20,1996,1976,female,Chile
19,64,1996,1932,female,Chile
37,44,1996,1952,female,Chile
22,30,1996,1966,female,Chile
4,75,1996,1921,female,Chile
7,10,1996,1986,male,Chile
4,10,1996,1986,female,Chile
41,75,1997,1922,male,Chile
137,64,1997,1933,male,Chile
185,30,1997,1967,male,Chile
260,44,1997,1953,male,Chile
147,20,1997,1977,male,Chile
47,20,1997,1977,female,Chile
40,44,1997,1953,female,Chile
17,64,1997,1933,female,Chile
22,30,1997,1967,female,Chile
4,75,1997,1922,female,Chile
6,10,1997,1987,male,Chile
4,10,1997,1987,female,Chile
42,75,1998,1923,male,Chile
174,64,1998,1934,male,Chile
320,44,1998,1954,male,Chile
208,30,1998,1968,male,Chile
151,20,1998,1978,male,Chile
9,75,1998,1923,female,Chile
37,20,1998,1978,female,Chile
30,30,1998,1968,female,Chile
40,44,1998,1954,female,Chile
12,64,1998,1934,female,Chile
4,10,1998,1988,female,Chile
4,10,1998,1988,male,Chile
51,75,1999,1924,male,Chile
167,64,1999,1935,male,Chile
222,30,1999,1969,male,Chile
323,44,1999,1955,male,Chile
137,20,1999,1979,male,Chile
26,64,1999,1935,female,Chile
34,20,1999,1979,female,Chile
33,30,1999,1969,female,Chile
39,44,1999,1955,female,Chile
5,75,1999,1924,female,Chile
3,10,1999,1989,male,Chile
1,10,1999,1989,female,Chile
66,75,2000,1925,male,Chile
214,64,2000,1936,male,Chile
305,30,2000,1970,male,Chile
457,44,2000,1956,male,Chile
216,20,2000,1980,male,Chile
40,64,2000,1936,female,Chile
48,20,2000,1980,female,Chile
70,44,2000,1956,female,Chile
38,30,2000,1970,female,Chile
5,75,2000,1925,female,Chile
8,10,2000,1990,male,Chile
6,10,2000,1990,female,Chile
51,75,2001,1926,male,Chile
239,64,2001,1937,male,Chile
540,44,2001,1957,male,Chile
297,30,2001,1971,male,Chile
253,20,2001,1981,male,Chile
60,20,2001,1981,female,Chile
53,30,2001,1971,female,Chile
85,44,2001,1957,female,Chile
6,75,2001,1926,female,Chile
19,64,2001,1937,female,Chile
12,10,2001,1991,male,Chile
10,10,2001,1991,female,Chile
62,75,2002,1927,male,Chile
222,64,2002,1938,male,Chile
519,44,2002,1958,male,Chile
296,30,2002,1972,male,Chile
241,20,2002,1982,male,Chile
101,44,2002,1958,female,Chile
13,75,2002,1927,female,Chile
46,30,2002,1972,female,Chile
47,20,2002,1982,female,Chile
34,64,2002,1938,female,Chile
17,10,2002,1992,male,Chile
5,10,2002,1992,female,Chile
68,75,2003,1928,male,Chile
252,64,2003,1939,male,Chile
522,44,2003,1959,male,Chile
306,30,2003,1973,male,Chile
234,20,2003,1983,male,Chile
92,44,2003,1959,female,Chile
53,30,2003,1973,female,Chile
53,20,2003,1983,female,Chile
12,75,2003,1928,female,Chile
38,64,2003,1939,female,Chile
20,10,2003,1993,male,Chile
4,10,2003,1993,female,Chile
70,75,2004,1929,male,Chile
240,64,2004,1940,male,Chile
315,30,2004,1974,male,Chile
537,44,2004,1960,male,Chile
295,20,2004,1984,male,Chile
66,30,2004,1974,female,Chile
59,20,2004,1984,female,Chile
94,44,2004,1960,female,Chile
11,75,2004,1929,female,Chile
28,64,2004,1940,female,Chile
15,10,2004,1994,male,Chile
5,10,2004,1994,female,Chile
69,75,2005,1930,male,Chile
252,64,2005,1941,male,Chile
512,44,2005,1961,male,Chile
279,30,2005,1975,male,Chile
265,20,2005,1985,male,Chile
108,44,2005,1961,female,Chile
62,20,2005,1985,female,Chile
49,30,2005,1975,female,Chile
40,64,2005,1941,female,Chile
26,10,2005,1995,male,Chile
6,75,2005,1930,female,Chile
14,10,2005,1995,female,Chile
82,75,2006,1931,male,Chile
597,44,2006,1962,male,Chile
256,64,2006,1942,male,Chile
287,30,2006,1976,male,Chile
256,20,2006,1986,male,Chile
127,44,2006,1962,female,Chile
74,20,2006,1986,female,Chile
49,30,2006,1976,female,Chile
33,64,2006,1942,female,Chile
8,75,2006,1931,female,Chile
20,10,2006,1996,male,Chile
6,10,2006,1996,female,Chile
63,75,2007,1932,male,Chile
270,64,2007,1943,male,Chile
310,30,2007,1977,male,Chile
532,44,2007,1963,male,Chile
302,20,2007,1987,male,Chile
90,20,2007,1987,female,Chile
74,30,2007,1977,female,Chile
128,44,2007,1963,female,Chile
42,64,2007,1943,female,Chile
9,75,2007,1932,female,Chile
19,10,2007,1997,male,Chile
9,10,2007,1997,female,Chile
74,75,2008,1933,male,Chile
346,30,2008,1978,male,Chile
294,64,2008,1944,male,Chile
616,44,2008,1964,male,Chile
330,20,2008,1988,male,Chile
110,20,2008,1988,female,Chile
79,30,2008,1978,female,Chile
135,44,2008,1964,female,Chile
64,64,2008,1944,female,Chile
10,75,2008,1933,female,Chile
16,10,2008,1998,female,Chile
14,10,2008,1998,male,Chile
88,75,2009,1934,male,Chile
362,30,2009,1979,male,Chile
316,64,2009,1945,male,Chile
613,44,2009,1965,male,Chile
330,20,2009,1989,male,Chile
102,20,2009,1989,female,Chile
85,30,2009,1979,female,Chile
155,44,2009,1965,female,Chile
59,64,2009,1945,female,Chile
12,75,2009,1934,female,Chile
15,10,2009,1999,male,Chile
11,10,2009,1999,female,Chile
98,75,2010,1935,male,Chile
607,44,2010,1966,male,Chile
307,30,2010,1980,male,Chile
273,64,2010,1946,male,Chile
315,20,2010,1990,male,Chile
90,20,2010,1990,female,Chile
150,44,2010,1966,female,Chile
78,30,2010,1980,female,Chile
45,64,2010,1946,female,Chile
10,75,2010,1935,female,Chile
18,10,2010,2000,male,Chile
10,10,2010,2000,female,Chile
89,75,2011,1936,male,Chile
339,64,2011,1947,male,Chile
330,30,2011,1981,male,Chile
575,44,2011,1967,male,Chile
312,20,2011,1991,male,Chile
158,44,2011,1967,female,Chile
67,30,2011,1981,female,Chile
69,20,2011,1991,female,Chile
50,64,2011,1947,female,Chile
14,75,2011,1936,female,Chile
12,10,2011,2001,female,Chile
12,10,2011,2001,male,Chile
101,75,2012,1937,male,Chile
319,30,2012,1982,male,Chile
555,44,2012,1968,male,Chile
285,64,2012,1948,male,Chile
242,20,2012,1992,male,Chile
138,44,2012,1968,female,Chile
62,30,2012,1982,female,Chile
62,20,2012,1992,female,Chile
52,64,2012,1948,female,Chile
10,75,2012,1937,female,Chile
8,10,2012,2002,male,Chile
7,10,2012,2002,female,Chile
82,75,2013,1938,male,Chile
288,64,2013,1949,male,Chile
298,30,2013,1983,male,Chile
516,44,2013,1969,male,Chile
224,20,2013,1993,male,Chile
130,44,2013,1969,female,Chile
60,20,2013,1993,female,Chile
52,30,2013,1983,female,Chile
54,64,2013,1949,female,Chile
14,75,2013,1938,female,Chile
12,10,2013,2003,male,Chile
8,10,2013,2003,female,Chile
92,75,2014,1939,male,Chile
308,64,2014,1950,male,Chile
536,44,2014,1970,male,Chile
289,30,2014,1984,male,Chile
238,20,2014,1994,male,Chile
127,44,2014,1970,female,Chile
60,30,2014,1984,female,Chile
58,20,2014,1994,female,Chile
52,64,2014,1950,female,Chile
8,75,2014,1939,female,Chile
12,10,2014,2004,male,Chile
9,10,2014,2004,female,Chile
117,75,2015,1940,male,Chile
301,64,2015,1951,male,Chile
513,44,2015,1971,male,Chile
296,30,2015,1985,male,Chile
224,20,2015,1995,male,Chile
136,44,2015,1971,female,Chile
78,64,2015,1951,female,Chile
66,30,2015,1985,female,Chile
64,20,2015,1995,female,Chile
21,75,2015,1940,female,Chile
13,10,2015,2005,female,Chile
9,10,2015,2005,male,Chile
21,75,1985,1910,male,Colombia
113,64,1985,1921,male,Colombia
193,30,1985,1955,male,Colombia
256,20,1985,1965,male,Colombia
188,44,1985,1941,male,Colombia
117,20,1985,1965,female,Colombia
45,30,1985,1955,female,Colombia
3,75,1985,1910,female,Colombia
31,44,1985,1941,female,Colombia
12,64,1985,1921,female,Colombia
12,10,1985,1975,male,Colombia
10,10,1985,1975,female,Colombia
13,75,1986,1911,male,Colombia
260,20,1986,1966,male,Colombia
189,30,1986,1956,male,Colombia
81,64,1986,1922,male,Colombia
187,44,1986,1942,male,Colombia
121,20,1986,1966,female,Colombia
48,30,1986,1956,female,Colombia
13,64,1986,1922,female,Colombia
26,44,1986,1942,female,Colombia
10,10,1986,1976,female,Colombia
10,10,1986,1976,male,Colombia
0,75,1986,1911,female,Colombia
301,20,1987,1967,male,Colombia
86,64,1987,1923,male,Colombia
14,75,1987,1912,male,Colombia
192,30,1987,1957,male,Colombia
147,44,1987,1943,male,Colombia
118,20,1987,1967,female,Colombia
29,30,1987,1957,female,Colombia
27,44,1987,1943,female,Colombia
10,64,1987,1923,female,Colombia
2,75,1987,1912,female,Colombia
16,10,1987,1977,male,Colombia
9,10,1987,1977,female,Colombia
27,75,1988,1913,male,Colombia
214,30,1988,1958,male,Colombia
83,64,1988,1924,male,Colombia
243,20,1988,1968,male,Colombia
160,44,1988,1944,male,Colombia
85,20,1988,1968,female,Colombia
6,75,1988,1913,female,Colombia
41,30,1988,1958,female,Colombia
26,44,1988,1944,female,Colombia
14,10,1988,1978,male,Colombia
4,64,1988,1924,female,Colombia
9,10,1988,1978,female,Colombia
17,75,1989,1914,male,Colombia
87,64,1989,1925,male,Colombia
194,30,1989,1959,male,Colombia
152,44,1989,1945,male,Colombia
191,20,1989,1969,male,Colombia
78,20,1989,1969,female,Colombia
45,30,1989,1959,female,Colombia
4,75,1989,1914,female,Colombia
34,44,1989,1945,female,Colombia
13,10,1989,1979,female,Colombia
4,64,1989,1925,female,Colombia
12,10,1989,1979,male,Colombia
21,75,1990,1915,male,Colombia
85,64,1990,1926,male,Colombia
220,20,1990,1970,male,Colombia
174,30,1990,1960,male,Colombia
153,44,1990,1946,male,Colombia
95,20,1990,1970,female,Colombia
41,30,1990,1960,female,Colombia
40,44,1990,1946,female,Colombia
14,64,1990,1926,female,Colombia
3,75,1990,1915,female,Colombia
12,10,1990,1980,male,Colombia
7,10,1990,1980,female,Colombia
280,20,1991,1971,male,Colombia
89,64,1991,1927,male,Colombia
216,30,1991,1961,male,Colombia
14,75,1991,1916,male,Colombia
175,44,1991,1947,male,Colombia
100,20,1991,1971,female,Colombia
54,30,1991,1961,female,Colombia
36,44,1991,1947,female,Colombia
3,75,1991,1916,female,Colombia
10,64,1991,1927,female,Colombia
24,10,1991,1981,male,Colombia
9,10,1991,1981,female,Colombia
108,64,1992,1928,male,Colombia
20,75,1992,1917,male,Colombia
251,30,1992,1962,male,Colombia
274,20,1992,1972,male,Colombia
180,44,1992,1948,male,Colombia
111,20,1992,1972,female,Colombia
53,30,1992,1962,female,Colombia
48,44,1992,1948,female,Colombia
6,64,1992,1928,female,Colombia
17,10,1992,1982,female,Colombia
17,10,1992,1982,male,Colombia
1,75,1992,1917,female,Colombia
22,75,1993,1918,male,Colombia
108,64,1993,1929,male,Colombia
279,20,1993,1973,male,Colombia
226,30,1993,1963,male,Colombia
215,44,1993,1949,male,Colombia
101,20,1993,1973,female,Colombia
53,30,1993,1963,female,Colombia
16,64,1993,1929,female,Colombia
36,44,1993,1949,female,Colombia
21,10,1993,1983,male,Colombia
8,10,1993,1983,female,Colombia
0,75,1993,1918,female,Colombia
31,75,1994,1919,male,Colombia
313,20,1994,1974,male,Colombia
110,64,1994,1930,male,Colombia
247,30,1994,1964,male,Colombia
216,44,1994,1950,male,Colombia
130,20,1994,1974,female,Colombia
59,30,1994,1964,female,Colombia
19,64,1994,1930,female,Colombia
44,44,1994,1950,female,Colombia
2,75,1994,1919,female,Colombia
14,10,1994,1984,female,Colombia
13,10,1994,1984,male,Colombia
27,75,1995,1920,male,Colombia
110,64,1995,1931,male,Colombia
253,30,1995,1965,male,Colombia
271,20,1995,1975,male,Colombia
213,44,1995,1951,male,Colombia
116,20,1995,1975,female,Colombia
55,30,1995,1965,female,Colombia
63,44,1995,1951,female,Colombia
16,64,1995,1931,female,Colombia
15,10,1995,1985,male,Colombia
1,75,1995,1920,female,Colombia
10,10,1995,1985,female,Colombia
33,75,1996,1921,male,Colombia
124,64,1996,1932,male,Colombia
289,20,1996,1976,male,Colombia
259,44,1996,1952,male,Colombia
225,30,1996,1966,male,Colombia
121,20,1996,1976,female,Colombia
58,30,1996,1966,female,Colombia
44,44,1996,1952,female,Colombia
15,64,1996,1932,female,Colombia
3,75,1996,1921,female,Colombia
21,10,1996,1986,male,Colombia
17,10,1996,1986,female,Colombia
34,75,1997,1922,male,Colombia
117,64,1997,1933,male,Colombia
315,20,1997,1977,male,Colombia
242,30,1997,1967,male,Colombia
234,44,1997,1953,male,Colombia
117,20,1997,1977,female,Colombia
70,30,1997,1967,female,Colombia
57,44,1997,1953,female,Colombia
17,64,1997,1933,female,Colombia
3,75,1997,1922,female,Colombia
19,10,1997,1987,male,Colombia
17,10,1997,1987,female,Colombia
51,75,1998,1923,male,Colombia
507,20,1998,1978,male,Colombia
182,64,1998,1934,male,Colombia
402,30,1998,1968,male,Colombia
374,44,1998,1954,male,Colombia
247,20,1998,1978,female,Colombia
97,30,1998,1968,female,Colombia
88,44,1998,1954,female,Colombia
47,10,1998,1988,female,Colombia
18,64,1998,1934,female,Colombia
36,10,1998,1988,male,Colombia
